,flood,address,address1,address2,address3,address4,address5,address6,followInfo,tag,priceInfo（万）,Unit
131,龙潭北里    -  左安门 ,3室1厅 , 62.25平米 , 南 , 精装 , 中楼层(共5层)  , 板楼,,7人关注 / 6天以前发布,VR看装修,675,"108,434元/平"
132,东直门内北小街16号    -  东直门 ,2室2厅 , 89.13平米 , 东 西 北 , 精装 , 中楼层(共10层) , 2003年建 , 板塔结合,2人关注 / 3天以前发布,近地铁VR看装修,950,"106,586元/平"
133,新景家园东区    -  崇文门 ,1室1厅 , 59.19平米 , 南 , 精装 , 高楼层(共13层)  , 板楼,,19人关注 / 1个月以前发布,近地铁VR房源房本满五年,715,"120,798元/平"
134,和平新城一期    -  和平里 ,1室1厅 , 55.81平米 , 北 , 精装 , 中楼层(共20层)  , 板塔结合,,1人关注 / 21天以前发布,近地铁VR看装修房本满五年,740,"132,593元/平"
135,安外花园    -  和平里 ,2室1厅 , 51.73平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,30人关注 / 30天以前发布,近地铁VR看装修房本满五年,626,"121,013元/平"
136,广渠家园    -  广渠门 ,2室1厅 , 62.02平米 , 东 , 精装 , 高楼层(共28层) , 2009年建 , 塔楼,13人关注 / 27天以前发布,VR看装修房本满五年,660,"106,418元/平"
137,西营房    -  安定门 ,1室0厅 , 36.31平米 , 北 , 简装 , 高楼层(共17层)  , 塔楼,,8人关注 / 26天以前发布,近地铁VR房源房本满两年,512,"141,008元/平"
138,东环居苑    -  广渠门 ,1室1厅 , 58.86平米 , 南 , 精装 , 高楼层(共22层) , 2004年建 , 塔楼,19人关注 / 22天以前发布,VR看装修房本满两年,640,"108,733元/平"
139,忠实里    -  广渠门 ,2室1厅 , 62.14平米 , 东北 , 简装 , 中楼层(共16层)  , 塔楼,,1人关注 / 5天以前发布,VR看装修房本满五年,635,"102,189元/平"
140,左安浦园    -  左安门 ,1室1厅 , 49.36平米 , 北 , 精装 , 中楼层(共16层)  , 塔楼,,15人关注 / 17天以前发布,VR看装修房本满五年,490,"99,271元/平"
141,民安小区东扬威街    -  东直门 ,1室1厅 , 59平米 , 南 西 , 精装 , 中楼层(共16层)  , 塔楼,,2人关注 / 26天以前发布,近地铁VR看装修房本满五年,680,"115,255元/平"
142,崇文门东大街    -  崇文门 ,1室1厅 , 36.39平米 , 南 , 精装 , 低楼层(共14层)  , 板楼,,14人关注 / 25天以前发布,VR看装修房本满五年,488,"134,103元/平"
143,民安小区东羊管胡同    -  东直门 ,3室1厅 , 98.44平米 , 南 西 , 简装 , 高楼层(共14层) , 2002年建 , 板楼,22人关注 / 22天以前发布,近地铁VR看装修随时看房,1200,"121,902元/平"
144,兴隆都市馨园    -  崇文门 ,1室0厅 , 37.59平米 , 南 , 精装 , 中楼层(共7层) , 2004年建 , 塔楼,21人关注 / 20天以前发布,近地铁VR房源随时看房,423,"112,530元/平"
145,安外西河沿路1号院    -  安定门 ,3室1厅 , 104.98平米 , 南 北 , 毛坯 , 中楼层(共21层)  , 板楼,,7人关注 / 20天以前发布,VR看装修随时看房,1490,"141,932元/平"
146,和平里一区    -  和平里 ,3室1厅 , 60.79平米 , 南 北 , 精装 , 高楼层(共11层) , 1990年建 , 板楼,10人关注 / 28天以前发布,近地铁VR看装修随时看房,828,"136,207元/平"
147,新景家园东区    -  崇文门 ,1室1厅 , 58.87平米 , 南 , 精装 , 中楼层(共16层) , 2004年建 , 板楼,6人关注 / 17天以前发布,近地铁VR看装修随时看房,708,"120,265元/平"
148,磁器口大街    -  天坛 ,1室0厅 , 17.7平米 , 东 西 , 简装 , 底层(共1层)  , 暂无数据,,3人关注 / 14天以前发布,近地铁VR房源房本满五年,245,"138,419元/平"
149,胡家园小区    -  东直门 ,1室1厅 , 38.45平米 , 东南 , 精装 , 高楼层(共20层)  , 塔楼,,16人关注 / 1个月以前发布,VR看装修房本满两年随时看房,449,"116,776元/平"
150,十字坡西里    -  东直门 ,1室1厅 , 38.19平米 , 南 , 简装 , 低楼层(共6层)  , 板楼,,14人关注 / 2个月以前发布,近地铁VR看装修房本满五年随时看房,540,"141,399元/平"
151,和平里七区    -  和平里 ,1室1厅 , 37.58平米 , 南 , 精装 , 底层(共5层)  , 板楼,,21人关注 / 3个月以前发布,近地铁VR看装修房本满五年随时看房,568,"151,145元/平"
152,华龙美晟    -  永定门 ,1室1厅 , 43.78平米 , 南 , 简装 , 低楼层(共12层) , 2009年建 , 板塔结合,59人关注 / 1个月以前发布,VR看装修房本满五年随时看房,470,"107,355元/平"
153,美术馆后街    -  东四 ,1室1厅 , 50.27平米 , 南 , 简装 , 中楼层(共13层)  , 塔楼,,10人关注 / 2个月以前发布,近地铁VR看装修房本满五年随时看房,690,"137,259元/平"
154,西革新里110号院    -  永定门 ,1室1厅 , 48.21平米 , 东 西 北 , 简装 , 高楼层(共6层)  , 板楼,,42人关注 / 2个月以前发布,近地铁VR房源房本满五年随时看房,396,"82,141元/平"
155,朝阳门内大街    -  朝阳门内 ,2室1厅 , 66.73平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,60人关注 / 3个月以前发布,近地铁VR房源房本满五年随时看房,660,"98,907元/平"
156,永康胡同1号院    -  安定门 ,1室0厅 , 47.1平米 , 西北 , 精装 , 高楼层(共7层)  , 板楼,,7人关注 / 2个月以前发布,近地铁VR看装修房本满五年随时看房,730,"154,990元/平"
157,鼎盛园    -  永定门 ,1室1厅 , 69.24平米 , 东 西 , 简装 , 11层 , 2005年建 , 板塔结合,12人关注 / 1个月以前发布,近地铁VR看装修房本满五年随时看房,515,"74,379元/平"
158,景泰西里西区    -  永定门 ,1室1厅 , 60.72平米 , 南 , 精装 , 8层 , 2005年建 , 板塔结合,57人关注 / 4个月以前发布,VR看装修房本满两年随时看房,497,"81,852元/平"
159,和平里中街3号院    -  和平里 ,3室1厅 , 93.41平米 , 南 西 北 , 简装 , 低楼层(共20层) , 2007年建 , 塔楼,104人关注 / 2个月以前发布,近地铁VR房源房本满五年,1290,"138,101元/平"
160,湖景苑    -  安定门 ,2室1厅 , 81.31平米 , 南 北 , 简装 , 中楼层(共10层)  , 板楼,,70人关注 / 2个月以前发布,近地铁VR房源房本满五年,1000,"122,987元/平"
161,安贞苑50号院    -  安贞 ,2室1厅 , 65.65平米 , 南 北 , 精装 , 顶层(共6层)  , 板楼,,19人关注 / 1个月以前发布,近地铁VR看装修房本满五年,716,"109,064元/平"
162,化工大院    -  和平里 ,2室1厅 , 57.09平米 , 南 北 , 简装 , 中楼层(共5层) , 1988年建 , 板楼,12人关注 / 2个月以前发布,近地铁VR房源房本满两年,765,"133,999元/平"
163,东四北大街    -  东四 ,2室1厅 , 61.75平米 , 东 西 , 简装 , 高楼层(共12层)  , 塔楼,,17人关注 / 1个月以前发布,近地铁VR看装修房本满五年,670,"108,503元/平"
164,东花市北里东区    -  东花市 ,2室1厅 , 81.84平米 , 南 北 , 精装 , 低楼层(共6层)  , 板楼,,12人关注 / 1个月以前发布,VR看装修房本满五年,972,"118,769元/平"
165,东后河沿    -  崇文门 ,2室1厅 , 71.75平米 , 南 北 , 精装 , 低楼层(共16层) , 1999年建 , 板楼,19人关注 / 1个月以前发布,VR看装修房本满两年,910,"126,830元/平"
166,新景家园东区    -  崇文门 ,3室1厅 , 91.4平米 , 南 北 , 简装 , 低楼层(共17层) , 2004年建 , 板楼,94人关注 / 2个月以前发布,近地铁VR房源房本满两年,966,"105,690元/平"
167,大龙公寓    -  安贞 ,3室1厅 , 86.91平米 , 西南 , 简装 , 高楼层(共21层) , 1998年建 , 塔楼,48人关注 / 7个月以前发布,近地铁VR看装修房本满五年,1120,"128,869元/平"
168,香河园北里    -  东直门 ,2室1厅 , 57.77平米 , 南 , 简装 , 低楼层(共6层)  , 板楼,,51人关注 / 2个月以前发布,VR看装修房本满五年,590,"102,130元/平"
169,安外大街3号院    -  安定门 ,3室1厅 , 70.07平米 , 南 北 , 简装 , 顶层(共6层)  , 板楼,,33人关注 / 7个月以前发布,近地铁VR看装修房本满五年,729,"104,039元/平"
170,永铁苑    -  陶然亭 ,2室1厅 , 69.67平米 , 南 , 简装 , 中楼层(共22层) , 2000年建 , 塔楼,15人关注 / 1个月以前发布,VR看装修房本满五年,605,"86,838元/平"
171,青年湖西里    -  安定门 ,2室1厅 , 54.47平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,13人关注 / 1个月以前发布,近地铁VR看装修房本满五年,720,"132,183元/平"
172,新景家园西区    -  崇文门 ,1室1厅 , 56.92平米 , 南 , 精装 , 低楼层(共16层)  , 板塔结合,,7人关注 / 1个月以前发布,近地铁VR看装修房本满五年,718,"126,142元/平"
173,东革新里40号院    -  永定门 ,2室1厅 , 58.07平米 , 南 北 , 简装 , 高楼层(共6层) , 1983年建 , 板楼,25人关注 / 1个月以前发布,VR看装修房本满五年,446,"76,804元/平"
174,青年湖南里    -  安定门 ,2室1厅 , 56.64平米 , 南 , 简装 , 高楼层(共12层)  , 板塔结合,,4人关注 / 10天以前发布,近地铁VR看装修,670,"118,291元/平"
175,国瑞城东区    -  崇文门 ,1室1厅 , 58.18平米 , 南 , 精装 , 中楼层(共15层) , 2006年建 , 塔楼,49人关注 / 5个月以前发布,VR看装修房本满五年,638,"109,660元/平"
176,东直门北大街    -  东直门 ,2室1厅 , 61.39平米 , 东 西 , 精装 , 中楼层(共12层)  , 板楼,,19人关注 / 2个月以前发布,近地铁VR看装修房本满五年,698,"113,700元/平"
177,民旺园    -  和平里 ,2室1厅 , 57.74平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,17人关注 / 2个月以前发布,近地铁VR看装修房本满五年,798,"138,206元/平"
178,绿景苑    -  广渠门 ,1室1厅 , 53.04平米 , 东 , 其他 , 高楼层(共18层) , 2002年建 , 塔楼,28人关注 / 7个月以前发布,VR看装修房本满五年,645,"121,607元/平"
179,新奥洋房    -  永定门 ,3室1厅 , 127.88平米 , 东南 西 , 简装 , 11层 , 2006年建 , 板塔结合,49人关注 / 9个月以前发布,近地铁VR房源房本满五年,1200,"93,838元/平"
180,新景家园西区    -  崇文门 ,1室1厅 , 56.92平米 , 南 , 精装 , 低楼层(共16层)  , 板塔结合,,7人关注 / 1个月以前发布,近地铁VR看装修房本满五年,718,"126,142元/平"
181,青年湖南里    -  安定门 ,2室1厅 , 56.64平米 , 南 , 简装 , 高楼层(共12层)  , 板塔结合,,4人关注 / 10天以前发布,近地铁VR看装修,670,"118,291元/平"
182,东环居苑    -  广渠门 ,2室1厅 , 77.45平米 , 东南 , 精装 , 顶层(共18层) , 2004年建 , 塔楼,30人关注 / 1个月以前发布,近地铁VR看装修房本满五年,843,"108,845元/平"
183,安外东河沿    -  安定门 ,2室1厅 , 58.12平米 , 南 北 , 精装 , 中楼层(共6层)  , 板楼,,14人关注 / 2个月以前发布,近地铁VR看装修房本满五年,740,"127,323元/平"
184,青年湖西里    -  安定门 ,2室1厅 , 54.47平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,13人关注 / 1个月以前发布,近地铁VR看装修房本满五年,720,"132,183元/平"
185,青年湖东里    -  安定门 ,2室1厅 , 50.82平米 , 南 , 精装 , 低楼层(共18层)  , 塔楼,,84人关注 / 4个月以前发布,近地铁VR看装修房本满五年,600,"118,064元/平"
186,东中街    -  东直门 ,3室1厅 , 64.28平米 , 南 北 , 简装 , 中楼层(共6层) , 1988年建 , 板楼,36人关注 / 2个月以前发布,近地铁VR看装修房本满五年,765,"119,011元/平"
187,管村10号    -  永定门 ,2室1厅 , 58.59平米 , 南 北 , 精装 , 中楼层(共6层) , 1980年建 , 板楼,63人关注 / 2个月以前发布,近地铁VR看装修房本满五年,455,"77,659元/平"
188,新景家园东区    -  崇文门 ,1室1厅 , 59.33平米 , 南 , 精装 , 中楼层(共17层) , 2004年建 , 板楼,35人关注 / 5个月以前发布,近地铁VR看装修房本满五年,709,"119,502元/平"
189,美惠大厦    -  朝阳门外 ,2室1厅 , 163.44平米 , 南 , 精装 , 高楼层(共15层)  , 塔楼,,6人关注 / 1个月以前发布,近地铁VR房源房本满五年,1296,"79,296元/平"
190,青年沟    -  和平里 ,2室1厅 , 64.7平米 , 南 北 , 简装 , 中楼层(共6层)  , 板楼,,22人关注 / 2个月以前发布,近地铁VR看装修房本满五年,710,"109,738元/平"
191,竹杆胡同    -  朝阳门内 ,2室1厅 , 67.48平米 , 东 , 精装 , 低楼层(共9层)  , 板楼,,19人关注 / 1个月以前发布,近地铁VR看装修房本满五年,755,"111,886元/平"
192,前永康二巷    -  东直门 ,3室1厅 , 63.13平米 , 南 北 , 简装 , 中楼层(共5层)  , 板楼,,27人关注 / 1个月以前发布,近地铁VR看装修房本满五年,705,"111,675元/平"
193,小黄庄一区    -  安贞 ,2室1厅 , 56.63平米 , 南 北 , 简装 , 低楼层(共6层)  , 板楼,,13人关注 / 3个月以前发布,近地铁VR看装修房本满五年,715,"126,259元/平"
194,东花市北里中区    -  东花市 ,2室1厅 , 67.13平米 , 东 , 精装 , 中楼层(共6层) , 1994年建 , 塔楼,34人关注 / 1个月以前发布,VR看装修房本满五年,582,"86,698元/平"
195,瑞士公寓    -  朝阳门外 ,1室1厅 , 86.5平米 , 南 , 精装 , 中楼层(共19层)  , 塔楼,,15人关注 / 5个月以前发布,近地铁VR房源房本满五年,865,"100,000元/平"
196,东直门外斜街    -  东直门 ,3室1厅 , 65.42平米 , 南 西 , 简装 , 16层 , 1988年建 , 塔楼,28人关注 / 1个月以前发布,VR看装修房本满五年,729,"111,434元/平"
197,本家润园C区    -  东花市 ,2室1厅 , 69.26平米 , 南 , 精装 , 低楼层(共18层)  , 板塔结合,,17人关注 / 1个月以前发布,近地铁VR看装修房本满五年,715,"103,235元/平"
198,民安小区东直门内北小街    -  东直门 ,1室1厅 , 59.82平米 , 西 , 简装 , 中楼层(共16层) , 2003年建 , 板楼,14人关注 / 2个月以前发布,VR房源房本满五年,665,"111,167元/平"
199,富贵园三区    -  东花市 ,1室1厅 , 64.76平米 , 西 , 简装 , 高楼层(共16层) , 2002年建 , 板楼,1人关注 / 2个月以前发布,VR看装修房本满五年,680,"105,004元/平"
200,富贵园一区    -  东花市 ,2室1厅 , 88.1平米 , 南 北 , 精装 , 中楼层(共9层) , 2004年建 , 板楼,16人关注 / 3个月以前发布,VR看装修房本满五年,1358,"154,144元/平"
201,东直门南大街    -  东直门 ,2室1厅 , 44.51平米 , 北 , 精装 , 中楼层(共18层) , 1991年建 , 塔楼,36人关注 / 1个月以前发布,近地铁VR看装修房本满五年,505,"113,458元/平"
202,工体北里    -  工体 ,2室1厅 , 52.87平米 , 南 北 , 简装 , 底层(共6层)  , 板楼,,10人关注 / 2个月以前发布,VR看装修房本满五年,628,"118,782元/平"
203,定安里    -  永定门 ,2室1厅 , 55.39平米 , 东 西 , 简装 , 顶层(共6层)  , 板楼,,110人关注 / 5个月以前发布,近地铁VR看装修房本满五年,412,"74,382元/平"
204,安乐林二条    -  永定门 ,3室2厅 , 90.51平米 , 南 北 , 精装 , 高楼层(共6层)  , 板楼,,111人关注 / 1个月以前发布,近地铁VR房源房本满五年,658,"72,700元/平"
205,龙潭北里    -  左安门 ,2室1厅 , 59.53平米 , 南 北 , 精装 , 中楼层(共5层)  , 板楼,,15人关注 / 1个月以前发布,VR看装修房本满两年,648,"108,853元/平"
206,灯市口大街27号院    -  灯市口 ,2室1厅 , 51.41平米 , 南 , 简装 , 中楼层(共5层)  , 板楼,,15人关注 / 1个月以前发布,近地铁VR看装修房本满五年,760,"147,832元/平"
207,天坛东里中区    -  天坛 ,2室1厅 , 48.74平米 , 南 北 , 简装 , 顶层(共5层)  , 板楼,,20人关注 / 2个月以前发布,近地铁VR看装修房本满五年,478,"98,072元/平"
208,朝阳首府    -  朝阳门内 ,2室1厅 , 88.25平米 , 东 东南 南 , 精装 , 中楼层(共15层)  , 塔楼,,26人关注 / 1个月以前发布,近地铁VR房源房本满五年,1195,"135,411元/平"
209,和平里七区    -  和平里 ,3室1厅 , 74.4平米 , 西南 , 简装 , 中楼层(共5层)  , 板楼,,9人关注 / 22天以前发布,近地铁VR看装修房本满五年,928,"124,732元/平"
210,兴隆都市馨园    -  崇文门 ,1室0厅 , 28.96平米 , 西 , 简装 , 低楼层(共7层)  , 板塔结合,,14人关注 / 1个月以前发布,VR看装修房本满五年随时看房,408,"140,884元/平"
211,冠城名敦道A区    -  广渠门 ,1室1厅 , 68.19平米 , 东 , 精装 , 高楼层(共23层) , 2009年建 , 塔楼,2人关注 / 28天以前发布,VR看装修房本满两年,563,"82,564元/平"
212,和平里一区    -  和平里 ,2室1厅 , 61.84平米 , 南 北 , 简装 , 高楼层(共11层) , 1990年建 , 板楼,13人关注 / 1个月以前发布,近地铁VR看装修随时看房,765,"123,707元/平"
213,安外东河沿    -  安定门 ,1室1厅 , 38.61平米 , 南 , 简装 , 低楼层(共12层) , 1985年建 , 板塔结合,5人关注 / 16天以前发布,近地铁VR看装修随时看房,605,"156,696元/平"
214,朝阳门南小街    -  朝阳门内 ,2室1厅 , 69.99平米 , 南 北 , 精装 , 14层  , 板塔结合,,11人关注 / 15天以前发布,近地铁VR房源,813,"116,160元/平"
215,夕照寺西里    -  广渠门 ,3室1厅 , 53.79平米 , 南 北 , 简装 , 底层(共5层)  , 板楼,,15人关注 / 19天以前发布,近地铁VR看装修,630,"117,123元/平"
216,富瑞苑    -  广渠门 ,3室2厅 , 129.02平米 , 西南 , 精装 , 中楼层(共18层) , 1998年建 , 塔楼,43人关注 / 2个月以前发布,近地铁VR看装修,1280,"99,210元/平"
217,小厂胡同    -  地安门 ,1室0厅 , 16.6平米 , 北 , 简装 , 底层(共1层)  , 暂无数据,,43人关注 / 2个月以前发布,近地铁VR房源房本满五年随时看房,298.5,"179,820元/平"
218,海晟名苑南区    -  工体 ,3室1厅 , 162.1平米 , 南 , 精装 , 高楼层(共14层) , 2004年建 , 板塔结合,21人关注 / 1个月以前发布,VR房源,2530,"156,077元/平"
